5.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.981904392754833211e+00, 3.166093409781808865e-01, 1.265924535737492640e-01
4.927980624246615093e+00, 6.289048153382861273e-01, 2.511479871810792242e-01
4.839305904097771283e+00, 9.326997639892345981e-01, 3.716624556603275731e-01
4.717636175336138216e+00, 1.224057460874833358e+00, 4.861967361004687072e-01
4.565348484619853764e+00, 1.499405035969872957e+00, 5.929079290546404035e-01
4.385363205073269377e+00, 1.755634592488405588e+00, 6.900790114821120369e-01
4.181048890044508859e+00, 1.990187976473871689e+00, 7.761464642917568213e-01
3.956113154725903858e+00, 2.201122245943144762e+00, 8.497254299495143881e-01
3.714483478603672673e+00, 2.387153582035057564e+00, 9.096319953545183301e-01
3.460182177231053480e+00, 2.547678161048575696e+00, 9.549022414440738737e-01
3.197199994035401005e+00, 2.682769335795106347e+00, 9.848077530122080203e-01
2.929372804500173011e+00, 2.793151327364521208e+00, 9.988673391830079629e-01
2.660265804635701059e+00, 2.880150473411669410e+00, 9.968547759519423845e-01
2.393069277552889673e+00, 2.945625885884854078e+00, 9.788024462147787430e-01
2.130509606263142786e+00, 2.991882110596889799e+00, 9.450008187146684557e-01
1.874778642960718500e+00, 3.021567026475391771e+00, 8.959937742913358649e-01
1.627483875190529838e+00, 3.037558750414445896e+00, 8.325698546347714002e-01
1.389621071701240274e+00, 3.042845705320099015e+00, 7.557495743542582689e-01
1.161570272835961815e+00, 3.040404250064168146e+00, 6.667690005162917322e-01
9.431151416058434211e-01, 3.033078351943955919e+00, 5.670598638627708521e-01
7.334848428197802139e-01, 3.023465701955266649e+00, 4.582265217274105185e-01
5.314167995011868095e-01, 3.013814433650508828e+00, 3.420201433256688794e-01
3.352379178958389550e-01, 3.005934216257055258e+00, 2.203105327865408081e-01
1.429612020701974129e-01, 3.001124966200061195e+00, 9.505604330418243597e-02
-4.760587934476482458e-02, 3.000125777267058869e+00, -3.172793349806785762e-02
-2.387453381008346753e-01, 3.003085931670027353e+00, -1.580013959733500839e-01
-4.327092657288401645e-01, 3.009559048906005341e+00, -2.817325568414298376e-01
-6.316015515077592068e-01, 3.018520585726558014e+00, -4.009305354066137750e-01
-8.372651425526225211e-01, 3.028408049218741294e+00, -5.136773915734064166e-01
-1.051179068512806847e+00, 3.037182456773540817e+00, -6.181589862206052777e-01
-1.274369099111042791e+00, 3.042408801535871010e+00, -7.126941713788629285e-01
-1.507335408094630180e+00, 3.041352587839470267e+00, -7.957618405308320986e-01
-1.750000000000001110e+00, 3.031088913245535199e+00, -8.660254037844388186e-01
-2.001675938766142693e+00, 3.008620113401904828e+00, -9.223542941045813626e-01
-2.261059625611464341e+00, 2.970997669688075771e+00, -9.638421585599421526e-01
-2.526246536338191628e+00, 2.915443918967702608e+00, -9.898214418809326842e-01
-2.794769975625911229e+00, 2.839469105567075324e+00, -9.998741276738750683e-01
-3.063661568755296827e+00, 2.740979477832188760e+00, -9.938384644612541230e-01
-3.329531419841600837e+00, 2.618372449449377193e+00, -9.718115683235416524e-01
-3.588665148679532901e+00, 2.470615307681468753e+00, -9.341478602651067664e-01
-3.837134401645525994e+00, 2.297304540098426440e+00, -8.814533634475819612e-01
-4.070916938083797731e+00, 2.098703546986403268e+00, -8.145759520503358386e-01
-4.286022040103024011e+00, 1.875757283280481857e+00, -7.345917086575332045e-01
-4.478616793536587259e+00, 1.630083203532060487e+00, -6.427876096865395850e-01
-4.645148748237880376e+00, 1.363938736122132900e+00, -5.406408174555974444e-01
-4.782460588355725406e+00, 1.080166357863195703e+00, -4.297949120891719210e-01
-4.887892723371235704e+00, 7.821181467704297896e-01, -3.120334456984870664e-01
-4.959370138386129945e+00, 4.735624299853530839e-01, -1.892512443604097427e-01
-4.995470402010875333e+00, 1.585757888953281403e-01, -6.342391965656452024e-02
-4.995470402010874444e+00, -1.585757888953291117e-01, 6.342391965656492270e-02
-4.959370138386129945e+00, -4.735624299853540276e-01, 1.892512443604101313e-01
-4.887892723371235704e+00, -7.821181467704307888e-01, 3.120334456984874549e-01
-4.782460588355725406e+00, -1.080166357863194593e+00, 4.297949120891714769e-01
-4.645148748237880376e+00, -1.363938736122133788e+00, 5.406408174555977775e-01
-4.478616793536588148e+00, -1.630083203532059377e+00, 6.427876096865391409e-01
-4.286022040103023123e+00, -1.875757283280482302e+00, 7.345917086575334265e-01
-4.070916938083798620e+00, -2.098703546986402380e+00, 8.145759520503356166e-01
-3.837134401645524662e+00, -2.297304540098426440e+00, 8.814533634475820723e-01
-3.588665148679534234e+00, -2.470615307681468309e+00, 9.341478602651066554e-01
-3.329531419841599948e+00, -2.618372449449377637e+00, 9.718115683235417634e-01
-3.063661568755297715e+00, -2.740979477832188316e+00, 9.938384644612541230e-01
-2.794769975625910341e+00, -2.839469105567076213e+00, 9.998741276738750683e-01
-2.526246536338192961e+00, -2.915443918967702608e+00, 9.898214418809327952e-01
-2.261059625611463453e+00, -2.970997669688076215e+00, 9.638421585599420416e-01
-2.001675938766144025e+00, -3.008620113401904828e+00, 9.223542941045815846e-01
-1.749999999999998224e+00, -3.031088913245535199e+00, 8.660254037844382635e-01
-1.507335408094629514e+00, -3.041352587839470267e+00, 7.957618405308318765e-01
-1.274369099111042791e+00, -3.042408801535871010e+00, 7.126941713788629285e-01
-1.051179068512807735e+00, -3.037182456773540817e+00, 6.181589862206056107e-01
-8.372651425526211888e-01, -3.028408049218741294e+00, 5.136773915734057505e-01
-6.316015515077585407e-01, -3.018520585726558014e+00, 4.009305354066134419e-01
-4.327092657288401645e-01, -3.009559048906005341e+00, 2.817325568414298931e-01
-2.387453381008354525e-01, -3.003085931670027353e+00, 1.580013959733505557e-01
-4.760587934476356864e-02, -3.000125777267058869e+00, 3.172793349806701108e-02
1.429612020701980235e-01, -3.001124966200061195e+00, -9.505604330418282455e-02
3.352379178958382888e-01, -3.005934216257055258e+00, -2.203105327865403362e-01
5.314167995011853662e-01, -3.013814433650508828e+00, -3.420201433256679913e-01
7.334848428197807690e-01, -3.023465701955266649e+00, -4.582265217274108515e-01
9.431151416058434211e-01, -3.033078351943955919e+00, -5.670598638627707411e-01
1.161570272835960926e+00, -3.040404250064168146e+00, -6.667690005162912881e-01
1.389621071701241828e+00, -3.042845705320099459e+00, -7.557495743542588240e-01
1.627483875190530727e+00, -3.037558750414445896e+00, -8.325698546347716222e-01
1.874778642960718278e+00, -3.021567026475391327e+00, -8.959937742913358649e-01
2.130509606263141897e+00, -2.991882110596889799e+00, -9.450008187146683447e-01
2.393069277552891450e+00, -2.945625885884853634e+00, -9.788024462147788540e-01
2.660265804635701503e+00, -2.880150473411668965e+00, -9.968547759519423845e-01
2.929372804500173011e+00, -2.793151327364521208e+00, -9.988673391830079629e-01
3.197199994035400117e+00, -2.682769335795107679e+00, -9.848077530122081313e-01
3.460182177231053924e+00, -2.547678161048574808e+00, -9.549022414440736517e-01
3.714483478603673117e+00, -2.387153582035057564e+00, -9.096319953545183301e-01
3.956113154725902969e+00, -2.201122245943144762e+00, -8.497254299495144991e-01
4.181048890044507971e+00, -1.990187976473872578e+00, -7.761464642917572654e-01
4.385363205073270265e+00, -1.755634592488404255e+00, -6.900790114821115928e-01
4.565348484619853764e+00, -1.499405035969872513e+00, -5.929079290546404035e-01
4.717636175336138216e+00, -1.224057460874834247e+00, -4.861967361004690402e-01
4.839305904097771283e+00, -9.326997639892322667e-01, -3.716624556603266849e-01
4.927980624246615093e+00, -6.289048153382850170e-01, -2.511479871810787801e-01
4.981904392754833211e+00, -3.166093409781809420e-01, -1.265924535737492918e-01
5.000000000000000000e+00, -1.224646799147353256e-15, -4.898587196589412829e-16
