-5.057815806136175540e-01, -2.987667002226441770e-01, -8.092734096398221944e-01
8.942764878188563804e-01, 4.173978493331857442e-01, -1.613957828024080721e-01
-5.574146262951500397e-01, 1.756068087951911383e-01, 8.114500496623358039e-01
-4.052497892055614837e-01, 6.630138581879588822e-01, 6.294324683391898656e-01
3.279510009801375747e-01, 6.928621428434568186e-01, 6.421761378083890026e-01
2.618780150584256727e-01, -3.183847764200332942e-02, -9.645756665863484125e-01
1.206426904326121513e-01, -1.338852673117689462e-01, 9.836259840213845695e-01
6.477388192456082772e-01, -7.618591344324177062e-01, -2.254179272510745992e-03
-8.514740378133641707e-01, 1.476338976713535873e-02, -5.241889022598524850e-01
-7.956319536730652731e-01, -3.757470881817920327e-01, 4.751672547822355930e-01
-6.053868056769619033e-01, 4.496198486007108586e-01, 6.567715030789005315e-01
1.881757533266615601e-01, 3.774555253820841005e-01, 9.067067950657909936e-01
-4.775686674379454044e-01, 8.289191723460069827e-01, 2.912407485204565605e-01
-9.342094310785918898e-01, 2.076597676967331940e-01, 2.900519949318610125e-01
-2.770068273840413653e-01, -6.246947816866437186e-01, -7.300846850305136027e-01
9.786482263418954108e-01, -2.013470117995226349e-01, -4.131621857413018267e-02
-8.750704438372689520e-01, -8.565599925157735273e-03, -4.839197751904412148e-01
8.259666572127464246e-01, 5.598898646791359290e-01, -6.559283956637670943e-02
2.157563163183974231e-01, -3.231032456446104040e-01, -9.214409935653145034e-01
-5.129946623441075104e-01, -8.547585719228455448e-01, -7.889398032088960899e-02
-4.148272542871982438e-01, 1.040407849799464685e-01, -9.039324444676719583e-01
-2.872909361901770930e-01, -5.115849802930197421e-02, 9.564762025593515071e-01
-3.090191039746210122e-01, -5.815097435429115169e-01, 7.525646892748686367e-01
-3.575397402801698266e-01, 6.621349407675397591e-01, 6.585914168398758761e-01
9.726730874912483671e-01, 9.306503023489665072e-02, 2.127109894143225655e-01
-3.266457647711531465e-01, 9.341887210989887613e-01, -1.435060198336782777e-01
6.628846753475629017e-01, -3.836913572476296497e-01, 6.429345608713439297e-01
2.346809332941552639e-01, -1.670916617529173698e-01, -9.576039035639072328e-01
-4.812694267573953133e-01, -3.809841494794435346e-01, 7.894496923262642740e-01
-3.912923059023194483e-01, -7.024835975977143931e-01, 5.944805517826619035e-01
2.452130144558082592e-01, -5.327746908361646883e-01, 8.099516691420077796e-01
-4.374223719086262618e-01, 8.903896918983412734e-01, -1.259677145740458748e-01
-1.635089819676952827e-01, 2.280755583797053343e-02, -9.862781697941943593e-01
9.663289276742284550e-02, 8.550296259589654779e-01, -5.094962441155689303e-01
-9.572368908467437931e-01, 7.640646761080258087e-02, -2.790333071683352983e-01
-9.628186299580658858e-01, -1.537413698779492299e-01, -2.221348171577897379e-01
-1.635972085305379964e-01, 2.028047639113390865e-01, 9.654564625584530768e-01
-7.254949980256513165e-01, -1.122945657718148749e-01, -6.790043728415008362e-01
3.960965840995867016e-01, 4.590864687217490192e-01, -7.952025592899166773e-01
-7.166717640519745802e-02, 4.313588411704128989e-01, -8.993293979239335156e-01
9.864461283744937470e-01, 1.954337128170110377e-02, -1.629174406069449910e-01
1.084641627722736541e-02, 6.076652777594202526e-01, -7.941191758542969215e-01
9.371291789823521512e-01, -3.037842022350265569e-01, -1.717674601672009305e-01
-5.062752071074466675e-01, -1.949683885276292383e-01, 8.400432977789010769e-01
3.714229175532802185e-01, -7.890679400143526534e-01, 4.893023629185896950e-01
1.672240042813954997e-01, -6.317815428850331871e-01, -7.568937933831291209e-01
-1.322910229780865643e-01, 8.989456628209963052e-01, 4.176072084324347622e-01
-5.248605703208643058e-01, -7.908711622144256603e-01, -3.147128635757686643e-01
9.443642251599271287e-02, -8.456812466022399777e-01, 5.252665906448478195e-01
5.922700665104410067e-01, -7.696420304441107252e-01, -2.384686840857394574e-01
8.364741705186008458e-01, 4.691159575542559468e-01, -2.832687424040502000e-01
5.543308499907413367e-01, 8.157129534791457415e-01, 1.653169267645362983e-01
-3.455038834940165060e-01, 9.336267815397700787e-01, 9.470004900866449415e-02
-1.181248852847706643e-01, 7.588852971864279429e-01, -6.404214371729965993e-01
1.986164515124223540e-01, 9.792025912480761818e-01, -4.139795262650526608e-02
1.326367577666068831e-01, 5.833725842546277907e-01, -8.013013905074916066e-01
-7.956925731394556278e-01, 1.158647033555693234e-01, -5.945155166747441156e-01
-5.581125406761706237e-02, 3.066541717572340842e-01, -9.501833101371991441e-01
-9.058999499229848373e-01, 3.606739324355919818e-01, 2.219450274076430751e-01
-7.840648357972163085e-01, -4.016841136566769999e-01, 4.731724908552208397e-01
-1.031507993837752907e-01, 7.327269318728942826e-01, 6.726597623573326024e-01
-3.238324656017980696e-01, 5.917720182342223190e-01, -7.381994396213366061e-01
-3.160212898436011719e-01, -4.271432015618007449e-01, 8.471595066604171720e-01
